Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN,Cellpose,StarDist
3f33d2e8-948c-4920-b_11_640_1280_1040_1680.png,12,13,12,12,14,12,12,15,14
3f33d2e8-948c-4920-b_11_960_1280_1360_1680.png,13,13,13,13,13,13,13,13,17
3f33d2e8-948c-4920-b_11_1280_1280_1680_1680.png,20,19,20,18,22,21,17,22,25
3f33d2e8-948c-4920-b_11_1600_1280_2000_1680.png,21,21,21,19,20,21,18,18,23
3f33d2e8-948c-4920-b_11_1648_1280_2048_1680.png,19,18,18,18,19,18,17,17,20
3f33d2e8-948c-4920-b_11_0_1600_400_2000.png,37,33,36,31,34,33,32,28,35
3f33d2e8-948c-4920-b_11_320_1600_720_2000.png,21,20,22,20,21,20,20,21,22
3f33d2e8-948c-4920-b_11_640_1600_1040_2000.png,23,23,25,23,25,25,23,23,29
3f33d2e8-948c-4920-b_11_960_1600_1360_2000.png,20,21,21,19,20,20,18,18,19
3f33d2e8-948c-4920-b_11_1280_1600_1680_2000.png,33,33,32,28,29,30,26,27,30
3f33d2e8-948c-4920-b_11_1600_1600_2000_2000.png,34,32,31,30,32,31,27,25,33
3f33d2e8-948c-4920-b_11_1648_1600_2048_2000.png,32,31,31,31,31,31,30,25,32
3f33d2e8-948c-4920-b_11_0_1648_400_2048.png,38,36,37,33,36,35,32,30,46
3f33d2e8-948c-4920-b_11_320_1648_720_2048.png,20,21,23,20,22,22,21,19,21
3f33d2e8-948c-4920-b_11_640_1648_1040_2048.png,27,26,27,26,29,29,26,22,25
3f33d2e8-948c-4920-b_11_960_1648_1360_2048.png,26,27,26,23,26,28,23,15,17
3f33d2e8-948c-4920-b_11_1280_1648_1680_2048.png,39,37,35,32,32,33,29,30,32
3f33d2e8-948c-4920-b_11_1600_1648_2000_2048.png,36,35,35,33,34,35,28,29,38
3f33d2e8-948c-4920-b_11_1648_1648_2048_2048.png,35,33,34,33,32,34,29,25,35
3f46f1f4-a18f-4700-9_12_0_0_400_400.png,20,22,24,19,23,22,19,14,8
3f46f1f4-a18f-4700-9_12_320_0_720_400.png,14,15,16,13,15,15,13,11,10
3f46f1f4-a18f-4700-9_12_640_0_1040_400.png,4,4,4,4,4,5,4,1,1
3f46f1f4-a18f-4700-9_12_960_0_1360_400.png,0,0,0,0,0,0,0,0,9
3f46f1f4-a18f-4700-9_12_1280_0_1680_400.png,0,2,2,2,3,2,2,1,4
3f46f1f4-a18f-4700-9_12_1600_0_2000_400.png,1,2,0,0,0,0,0,1,0
3f46f1f4-a18f-4700-9_12_1648_0_2048_400.png,1,3,0,0,0,0,0,1,0
3f46f1f4-a18f-4700-9_12_0_320_400_720.png,36,45,38,34,40,41,31,29,53
3f46f1f4-a18f-4700-9_12_320_320_720_720.png,30,36,35,33,37,36,32,32,45
3f46f1f4-a18f-4700-9_12_640_320_1040_720.png,20,21,21,20,20,20,20,20,20
3f46f1f4-a18f-4700-9_12_960_320_1360_720.png,10,10,10,10,10,10,10,11,17
3f46f1f4-a18f-4700-9_12_1280_320_1680_720.png,12,14,15,14,14,14,13,10,15
3f46f1f4-a18f-4700-9_12_1600_320_2000_720.png,16,19,20,18,20,21,18,16,22
3f46f1f4-a18f-4700-9_12_1648_320_2048_720.png,16,20,21,17,21,21,18,15,20
3f46f1f4-a18f-4700-9_12_0_640_400_1040.png,39,48,44,40,45,43,36,38,58
3f46f1f4-a18f-4700-9_12_320_640_720_1040.png,24,23,23,22,22,23,22,24,26
3f46f1f4-a18f-4700-9_12_640_640_1040_1040.png,13,13,12,13,13,14,13,14,15
3f46f1f4-a18f-4700-9_12_960_640_1360_1040.png,17,19,20,18,18,19,16,21,16
3f46f1f4-a18f-4700-9_12_1280_640_1680_1040.png,18,20,19,17,18,19,17,16,19
3f46f1f4-a18f-4700-9_12_1600_640_2000_1040.png,15,15,15,15,15,15,15,15,16
3f46f1f4-a18f-4700-9_12_1648_640_2048_1040.png,12,12,12,12,12,12,13,12,14
3f46f1f4-a18f-4700-9_12_0_960_400_1360.png,28,32,30,29,31,32,27,28,31
3f46f1f4-a18f-4700-9_12_320_960_720_1360.png,9,10,10,9,9,9,9,10,10
3f46f1f4-a18f-4700-9_12_640_960_1040_1360.png,0,0,0,0,0,0,0,0,6
3f46f1f4-a18f-4700-9_12_960_960_1360_1360.png,0,0,0,0,0,0,0,0,10
3f46f1f4-a18f-4700-9_12_1280_960_1680_1360.png,6,8,6,6,6,7,6,6,6
3f46f1f4-a18f-4700-9_12_1600_960_2000_1360.png,7,9,9,7,9,9,8,7,9
3f46f1f4-a18f-4700-9_12_1648_960_2048_1360.png,4,5,5,5,6,5,5,4,7
3f46f1f4-a18f-4700-9_12_0_1280_400_1680.png,17,20,22,16,19,21,17,15,18
3f46f1f4-a18f-4700-9_12_320_1280_720_1680.png,22,23,23,17,24,24,20,17,15
3f46f1f4-a18f-4700-9_12_640_1280_1040_1680.png,0,0,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_960_1280_1360_1680.png,0,0,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_1280_1280_1680_1680.png,0,0,0,0,0,0,0,1,3
3f46f1f4-a18f-4700-9_12_1600_1280_2000_1680.png,11,11,11,11,11,11,11,11,16
3f46f1f4-a18f-4700-9_12_1648_1280_2048_1680.png,12,12,12,12,12,12,12,12,17
3f46f1f4-a18f-4700-9_12_0_1600_400_2000.png,13,19,16,11,20,19,11,6,5
3f46f1f4-a18f-4700-9_12_320_1600_720_2000.png,45,56,53,39,61,52,30,23,20
3f46f1f4-a18f-4700-9_12_640_1600_1040_2000.png,29,34,34,27,36,37,26,24,8
3f46f1f4-a18f-4700-9_12_960_1600_1360_2000.png,23,27,27,22,31,31,22,17,16
3f46f1f4-a18f-4700-9_12_1280_1600_1680_2000.png,10,13,12,11,12,12,10,9,11
3f46f1f4-a18f-4700-9_12_1600_1600_2000_2000.png,7,7,7,6,7,7,6,6,8
3f46f1f4-a18f-4700-9_12_1648_1600_2048_2000.png,7,6,6,6,6,6,6,6,7
3f46f1f4-a18f-4700-9_12_0_1648_400_2048.png,18,22,22,16,24,22,16,9,6
3f46f1f4-a18f-4700-9_12_320_1648_720_2048.png,46,58,55,40,60,55,32,24,28
3f46f1f4-a18f-4700-9_12_640_1648_1040_2048.png,35,42,42,32,43,44,30,27,18
3f46f1f4-a18f-4700-9_12_960_1648_1360_2048.png,24,30,29,25,31,32,23,18,17
3f46f1f4-a18f-4700-9_12_1280_1648_1680_2048.png,10,15,13,13,13,13,11,9,11
3f46f1f4-a18f-4700-9_12_1600_1648_2000_2048.png,4,5,5,4,5,5,4,3,4
3f46f1f4-a18f-4700-9_12_1648_1648_2048_2048.png,4,4,4,4,4,4,4,3,3
40700d36-f663-43f6-b_13_0_0_400_400.png,7,10,9,7,9,7,7,7,11
40700d36-f663-43f6-b_13_320_0_720_400.png,2,2,2,2,2,2,2,1,7
40700d36-f663-43f6-b_13_640_0_1040_400.png,0,0,0,0,0,0,0,0,12
40700d36-f663-43f6-b_13_960_0_1360_400.png,0,0,0,0,0,0,0,0,23
40700d36-f663-43f6-b_13_1280_0_1680_400.png,2,2,2,2,2,2,2,1,5
40700d36-f663-43f6-b_13_1600_0_2000_400.png,9,9,9,9,10,10,9,9,15
40700d36-f663-43f6-b_13_1648_0_2048_400.png,9,9,9,9,10,10,9,9,17
40700d36-f663-43f6-b_13_0_320_400_720.png,15,16,17,15,15,15,15,17,20
40700d36-f663-43f6-b_13_320_320_720_720.png,8,8,9,8,8,9,8,7,12
40700d36-f663-43f6-b_13_640_320_1040_720.png,5,7,6,7,7,7,5,4,6
40700d36-f663-43f6-b_13_960_320_1360_720.png,6,6,6,6,7,6,6,4,8
40700d36-f663-43f6-b_13_1280_320_1680_720.png,6,6,6,6,6,6,6,6,8
40700d36-f663-43f6-b_13_1600_320_2000_720.png,14,15,16,14,14,14,14,15,18
40700d36-f663-43f6-b_13_1648_320_2048_720.png,13,14,15,13,14,13,13,14,18
40700d36-f663-43f6-b_13_0_640_400_1040.png,28,28,27,25,27,27,26,32,35
40700d36-f663-43f6-b_13_320_640_720_1040.png,11,10,10,10,10,11,10,12,15
40700d36-f663-43f6-b_13_640_640_1040_1040.png,8,8,8,8,8,8,8,7,8
40700d36-f663-43f6-b_13_960_640_1360_1040.png,7,7,8,7,7,7,7,8,10
40700d36-f663-43f6-b_13_1280_640_1680_1040.png,8,8,8,8,8,8,8,9,10
40700d36-f663-43f6-b_13_1600_640_2000_1040.png,11,11,12,10,11,11,11,10,14
40700d36-f663-43f6-b_13_1648_640_2048_1040.png,10,10,10,9,10,10,10,10,14
40700d36-f663-43f6-b_13_0_960_400_1360.png,25,27,25,22,24,25,22,27,23
40700d36-f663-43f6-b_13_320_960_720_1360.png,23,25,22,20,23,25,21,24,27
40700d36-f663-43f6-b_13_640_960_1040_1360.png,12,13,11,12,13,14,12,11,13
40700d36-f663-43f6-b_13_960_960_1360_1360.png,14,15,16,14,15,15,15,19,18
40700d36-f663-43f6-b_13_1280_960_1680_1360.png,11,10,11,10,10,10,10,13,16
40700d36-f663-43f6-b_13_1600_960_2000_1360.png,9,11,9,10,10,9,9,10,13
40700d36-f663-43f6-b_13_1648_960_2048_1360.png,9,10,9,9,9,9,9,9,12
40700d36-f663-43f6-b_13_0_1280_400_1680.png,3,3,3,3,3,3,3,3,3
40700d36-f663-43f6-b_13_320_1280_720_1680.png,13,15,13,12,15,15,12,14,14
40700d36-f663-43f6-b_13_640_1280_1040_1680.png,18,17,14,12,13,14,13,16,18
40700d36-f663-43f6-b_13_960_1280_1360_1680.png,18,17,17,15,16,16,14,15,21
40700d36-f663-43f6-b_13_1280_1280_1680_1680.png,8,8,8,8,8,8,8,9,13
40700d36-f663-43f6-b_13_1600_1280_2000_1680.png,8,11,9,8,11,10,8,9,12
40700d36-f663-43f6-b_13_1648_1280_2048_1680.png,8,11,10,9,12,11,9,10,12
40700d36-f663-43f6-b_13_0_1600_400_2000.png,8,7,7,7,7,7,7,6,3
40700d36-f663-43f6-b_13_320_1600_720_2000.png,6,6,6,6,6,6,6,6,8
40700d36-f663-43f6-b_13_640_1600_1040_2000.png,12,12,11,11,11,11,11,11,16
40700d36-f663-43f6-b_13_960_1600_1360_2000.png,6,6,6,6,6,6,7,4,7
40700d36-f663-43f6-b_13_1280_1600_1680_2000.png,8,9,9,8,9,10,9,7,14
40700d36-f663-43f6-b_13_1600_1600_2000_2000.png,7,8,8,8,8,8,8,6,11
40700d36-f663-43f6-b_13_1648_1600_2048_2000.png,4,5,5,4,5,4,5,4,7
40700d36-f663-43f6-b_13_0_1648_400_2048.png,8,8,8,8,8,8,7,6,4
40700d36-f663-43f6-b_13_320_1648_720_2048.png,6,6,6,6,6,6,6,6,11
40700d36-f663-43f6-b_13_640_1648_1040_2048.png,12,13,12,11,12,12,11,12,14
40700d36-f663-43f6-b_13_960_1648_1360_2048.png,6,6,6,6,6,6,6,4,7
40700d36-f663-43f6-b_13_1280_1648_1680_2048.png,8,9,9,8,9,9,8,7,14
40700d36-f663-43f6-b_13_1600_1648_2000_2048.png,6,7,7,7,7,7,6,5,9
40700d36-f663-43f6-b_13_1648_1648_2048_2048.png,3,4,4,4,4,3,4,3,6
41d18fb8-4d92-4c69-9_14_0_0_400_400.png,8,12,11,8,10,11,7,6,1
41d18fb8-4d92-4c69-9_14_320_0_720_400.png,8,8,9,7,8,8,8,5,5
41d18fb8-4d92-4c69-9_14_640_0_1040_400.png,6,5,5,4,5,4,4,3,6
41d18fb8-4d92-4c69-9_14_960_0_1360_400.png,2,0,0,0,0,0,0,1,8
41d18fb8-4d92-4c69-9_14_1280_0_1680_400.png,1,0,0,0,0,0,0,1,2
41d18fb8-4d92-4c69-9_14_1600_0_2000_400.png,4,3,4,2,3,3,3,2,7
41d18fb8-4d92-4c69-9_14_1648_0_2048_400.png,4,3,4,2,3,2,3,2,7
41d18fb8-4d92-4c69-9_14_0_320_400_720.png,20,24,20,19,22,21,18,19,21
41d18fb8-4d92-4c69-9_14_320_320_720_720.png,20,22,21,20,21,21,20,22,27
41d18fb8-4d92-4c69-9_14_640_320_1040_720.png,11,10,10,10,10,10,10,11,14
41d18fb8-4d92-4c69-9_14_960_320_1360_720.png,4,4,4,4,4,4,4,4,11
41d18fb8-4d92-4c69-9_14_1280_320_1680_720.png,2,2,2,2,2,2,2,0,2
41d18fb8-4d92-4c69-9_14_1600_320_2000_720.png,5,5,5,5,5,5,5,5,5
41d18fb8-4d92-4c69-9_14_1648_320_2048_720.png,6,6,6,6,6,6,6,6,7
41d18fb8-4d92-4c69-9_14_0_640_400_1040.png,13,14,13,14,13,13,12,14,14
41d18fb8-4d92-4c69-9_14_320_640_720_1040.png,12,12,12,12,12,12,12,14,15
41d18fb8-4d92-4c69-9_14_640_640_1040_1040.png,11,13,11,11,12,11,11,15,15
41d18fb8-4d92-4c69-9_14_960_640_1360_1040.png,7,7,7,7,7,7,7,9,10
41d18fb8-4d92-4c69-9_14_1280_640_1680_1040.png,4,4,4,4,4,4,4,4,5
41d18fb8-4d92-4c69-9_14_1600_640_2000_1040.png,1,0,0,0,0,0,0,0,2
41d18fb8-4d92-4c69-9_14_1648_640_2048_1040.png,2,2,2,2,2,2,2,0,2
41d18fb8-4d92-4c69-9_14_0_960_400_1360.png,3,3,3,3,3,3,3,3,3
41d18fb8-4d92-4c69-9_14_320_960_720_1360.png,0,0,0,0,0,0,0,0,0
41d18fb8-4d92-4c69-9_14_640_960_1040_1360.png,6,7,8,7,7,7,6,8,8
41d18fb8-4d92-4c69-9_14_960_960_1360_1360.png,7,7,7,7,7,7,7,9,8
41d18fb8-4d92-4c69-9_14_1280_960_1680_1360.png,9,10,9,9,10,10,9,8,8
41d18fb8-4d92-4c69-9_14_1600_960_2000_1360.png,5,5,5,5,5,5,5,6,5
41d18fb8-4d92-4c69-9_14_1648_960_2048_1360.png,4,4,4,4,4,4,4,5,5
41d18fb8-4d92-4c69-9_14_0_1280_400_1680.png,4,4,4,4,4,4,4,4,4
41d18fb8-4d92-4c69-9_14_320_1280_720_1680.png,3,4,4,4,4,4,4,2,4
41d18fb8-4d92-4c69-9_14_640_1280_1040_1680.png,10,10,10,10,10,11,10,10,10
41d18fb8-4d92-4c69-9_14_960_1280_1360_1680.png,10,13,10,12,12,12,11,15,14
41d18fb8-4d92-4c69-9_14_1280_1280_1680_1680.png,15,18,18,17,17,18,16,20,18
41d18fb8-4d92-4c69-9_14_1600_1280_2000_1680.png,6,7,7,7,7,7,7,7,7
41d18fb8-4d92-4c69-9_14_1648_1280_2048_1680.png,5,7,7,7,7,7,7,8,7
41d18fb8-4d92-4c69-9_14_0_1600_400_2000.png,8,8,8,8,8,8,8,9,11
41d18fb8-4d92-4c69-9_14_320_1600_720_2000.png,14,13,13,13,13,13,13,17,14
41d18fb8-4d92-4c69-9_14_640_1600_1040_2000.png,15,15,15,15,15,15,15,15,20
41d18fb8-4d92-4c69-9_14_960_1600_1360_2000.png,14,16,17,16,18,16,15,17,22
41d18fb8-4d92-4c69-9_14_1280_1600_1680_2000.png,10,12,11,11,12,12,10,12,15
41d18fb8-4d92-4c69-9_14_1600_1600_2000_2000.png,4,5,4,4,4,4,4,4,11
41d18fb8-4d92-4c69-9_14_1648_1600_2048_2000.png,4,5,4,4,4,4,4,4,12
41d18fb8-4d92-4c69-9_14_0_1648_400_2048.png,9,9,9,9,9,9,9,10,13
41d18fb8-4d92-4c69-9_14_320_1648_720_2048.png,16,16,15,15,15,15,15,17,16
41d18fb8-4d92-4c69-9_14_640_1648_1040_2048.png,15,15,15,15,15,15,15,14,21
41d18fb8-4d92-4c69-9_14_960_1648_1360_2048.png,16,17,18,17,18,17,16,18,25
41d18fb8-4d92-4c69-9_14_1280_1648_1680_2048.png,12,12,12,12,12,12,12,15,16
41d18fb8-4d92-4c69-9_14_1600_1648_2000_2048.png,6,6,6,4,5,6,5,5,12
41d18fb8-4d92-4c69-9_14_1648_1648_2048_2048.png,6,6,6,4,5,7,5,5,13
426f0b85-8131-45ca-8_15_0_0_400_400.png,0,0,0,0,0,0,0,0,6
426f0b85-8131-45ca-8_15_320_0_720_400.png,1,2,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_640_0_1040_400.png,5,6,6,5,5,6,5,3,9
426f0b85-8131-45ca-8_15_960_0_1360_400.png,1,2,2,0,0,2,0,0,5
426f0b85-8131-45ca-8_15_1280_0_1680_400.png,2,2,2,2,2,2,2,0,1
426f0b85-8131-45ca-8_15_1600_0_2000_400.png,2,2,2,2,2,2,2,0,0
426f0b85-8131-45ca-8_15_1648_0_2048_400.png,2,2,2,2,2,2,2,0,0
426f0b85-8131-45ca-8_15_0_320_400_720.png,11,12,12,11,11,12,9,9,9
426f0b85-8131-45ca-8_15_320_320_720_720.png,9,6,7,7,6,7,7,4,5
426f0b85-8131-45ca-8_15_640_320_1040_720.png,25,30,28,26,28,27,25,21,29
426f0b85-8131-45ca-8_15_960_320_1360_720.png,9,12,10,9,11,12,9,8,10
426f0b85-8131-45ca-8_15_1280_320_1680_720.png,2,0,0,0,0,0,0,1,4
426f0b85-8131-45ca-8_15_1600_320_2000_720.png,1,0,0,0,0,0,0,0,1
426f0b85-8131-45ca-8_15_1648_320_2048_720.png,1,0,0,0,0,0,0,0,1
426f0b85-8131-45ca-8_15_0_640_400_1040.png,21,21,19,19,17,20,18,12,9
426f0b85-8131-45ca-8_15_320_640_720_1040.png,7,7,9,8,6,7,6,7,7
426f0b85-8131-45ca-8_15_640_640_1040_1040.png,18,25,24,23,24,23,23,17,23
426f0b85-8131-45ca-8_15_960_640_1360_1040.png,1,3,3,2,4,3,2,1,2
426f0b85-8131-45ca-8_15_1280_640_1680_1040.png,0,0,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_0_960_400_1360.png,2,2,2,2,2,2,2,2,4
426f0b85-8131-45ca-8_15_320_960_720_1360.png,2,3,3,3,2,2,2,2,5
426f0b85-8131-45ca-8_15_640_960_1040_1360.png,8,8,8,8,9,8,9,9,9
426f0b85-8131-45ca-8_15_960_960_1360_1360.png,0,0,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_1280_960_1680_1360.png,1,2,2,2,2,2,2,0,2
426f0b85-8131-45ca-8_15_1600_960_2000_1360.png,6,6,6,6,6,6,6,5,6
426f0b85-8131-45ca-8_15_1648_960_2048_1360.png,7,8,7,6,7,7,7,6,6
426f0b85-8131-45ca-8_15_0_1280_400_1680.png,4,4,4,4,4,4,4,3,6
426f0b85-8131-45ca-8_15_320_1280_720_1680.png,3,3,3,3,3,3,3,2,4
426f0b85-8131-45ca-8_15_640_1280_1040_1680.png,0,0,0,0,0,0,0,0,2
426f0b85-8131-45ca-8_15_960_1280_1360_1680.png,0,0,0,0,0,0,0,0,0
426f0b85-8131-45ca-8_15_1280_1280_1680_1680.png,18,24,21,17,19,21,17,15,12
426f0b85-8131-45ca-8_15_1600_1280_2000_1680.png,35,38,35,31,37,36,31,36,35
426f0b85-8131-45ca-8_15_1648_1280_2048_1680.png,36,36,34,30,36,35,28,34,33
426f0b85-8131-45ca-8_15_0_1600_400_2000.png,13,14,14,14,13,14,13,8,8
426f0b85-8131-45ca-8_15_320_1600_720_2000.png,10,8,8,8,8,8,8,7,6
426f0b85-8131-45ca-8_15_640_1600_1040_2000.png,4,4,4,3,4,4,3,2,4
426f0b85-8131-45ca-8_15_960_1600_1360_2000.png,4,4,4,4,5,5,5,4,7
426f0b85-8131-45ca-8_15_1280_1600_1680_2000.png,20,20,21,21,22,23,21,14,21
426f0b85-8131-45ca-8_15_1600_1600_2000_2000.png,32,30,31,24,29,30,22,13,17
426f0b85-8131-45ca-8_15_1648_1600_2048_2000.png,30,27,29,23,27,27,22,8,13
426f0b85-8131-45ca-8_15_0_1648_400_2048.png,13,14,14,14,13,14,13,7,10
426f0b85-8131-45ca-8_15_320_1648_720_2048.png,10,9,9,8,9,9,9,8,8
426f0b85-8131-45ca-8_15_640_1648_1040_2048.png,4,5,5,4,5,4,5,2,4
426f0b85-8131-45ca-8_15_960_1648_1360_2048.png,4,4,4,4,5,4,4,4,6
426f0b85-8131-45ca-8_15_1280_1648_1680_2048.png,17,19,21,18,20,20,20,11,20
426f0b85-8131-45ca-8_15_1600_1648_2000_2048.png,30,26,28,21,28,28,20,10,15
426f0b85-8131-45ca-8_15_1648_1648_2048_2048.png,29,26,29,22,28,29,21,8,13
44a2d927-8450-462c-b_16_0_0_400_400.png,10,13,13,9,11,11,9,8,8
44a2d927-8450-462c-b_16_320_0_720_400.png,12,13,12,11,11,12,12,11,14
44a2d927-8450-462c-b_16_640_0_1040_400.png,14,14,14,15,15,14,13,11,24
44a2d927-8450-462c-b_16_960_0_1360_400.png,11,11,11,9,10,11,10,8,11
44a2d927-8450-462c-b_16_1280_0_1680_400.png,8,7,8,8,8,8,8,4,6
44a2d927-8450-462c-b_16_1600_0_2000_400.png,11,13,13,12,13,13,11,10,9
44a2d927-8450-462c-b_16_1648_0_2048_400.png,10,12,12,12,13,14,11,10,9
44a2d927-8450-462c-b_16_0_320_400_720.png,7,7,7,7,7,7,7,8,7
44a2d927-8450-462c-b_16_320_320_720_720.png,11,11,11,11,11,11,11,13,13
44a2d927-8450-462c-b_16_640_320_1040_720.png,13,14,11,12,11,12,11,12,12
44a2d927-8450-462c-b_16_960_320_1360_720.png,12,11,11,10,10,11,10,8,7
44a2d927-8450-462c-b_16_1280_320_1680_720.png,4,4,4,5,4,4,5,5,6
44a2d927-8450-462c-b_16_1600_320_2000_720.png,3,4,4,3,4,3,3,2,3
44a2d927-8450-462c-b_16_1648_320_2048_720.png,2,2,2,2,3,2,2,2,2
44a2d927-8450-462c-b_16_0_640_400_1040.png,0,0,0,0,0,0,0,0,0
44a2d927-8450-462c-b_16_320_640_720_1040.png,6,6,6,6,6,6,6,5,6
44a2d927-8450-462c-b_16_640_640_1040_1040.png,5,5,5,5,6,6,5,5,6
44a2d927-8450-462c-b_16_960_640_1360_1040.png,2,2,2,2,2,2,2,2,2
44a2d927-8450-462c-b_16_1280_640_1680_1040.png,8,7,7,7,9,8,6,9,7
44a2d927-8450-462c-b_16_1600_640_2000_1040.png,5,5,5,5,5,5,5,5,3
44a2d927-8450-462c-b_16_1648_640_2048_1040.png,4,4,4,4,4,4,4,3,2
44a2d927-8450-462c-b_16_0_960_400_1360.png,1,0,0,0,0,0,0,0,1
44a2d927-8450-462c-b_16_320_960_720_1360.png,3,4,4,4,4,4,4,3,4
44a2d927-8450-462c-b_16_640_960_1040_1360.png,3,3,3,3,3,3,3,2,3
44a2d927-8450-462c-b_16_960_960_1360_1360.png,3,3,3,3,3,3,3,3,3
44a2d927-8450-462c-b_16_1280_960_1680_1360.png,1,0,0,0,0,0,0,0,2
44a2d927-8450-462c-b_16_1600_960_2000_1360.png,3,3,3,3,3,3,3,2,2
44a2d927-8450-462c-b_16_1648_960_2048_1360.png,3,3,3,3,3,3,3,2,2
44a2d927-8450-462c-b_16_0_1280_400_1680.png,6,6,6,6,6,6,6,4,7
44a2d927-8450-462c-b_16_320_1280_720_1680.png,7,9,9,8,9,8,8,7,9
44a2d927-8450-462c-b_16_640_1280_1040_1680.png,3,3,3,3,3,3,3,2,4
44a2d927-8450-462c-b_16_960_1280_1360_1680.png,5,5,5,5,5,5,4,3,5
44a2d927-8450-462c-b_16_1280_1280_1680_1680.png,1,0,0,0,0,0,0,1,6
44a2d927-8450-462c-b_16_1600_1280_2000_1680.png,1,0,0,0,0,0,0,0,1
44a2d927-8450-462c-b_16_1648_1280_2048_1680.png,2,2,2,2,2,2,2,1,2
44a2d927-8450-462c-b_16_0_1600_400_2000.png,8,7,7,6,7,7,6,5,8
44a2d927-8450-462c-b_16_320_1600_720_2000.png,4,4,5,4,5,5,4,1,4
44a2d927-8450-462c-b_16_640_1600_1040_2000.png,2,3,3,3,3,3,3,1,2
44a2d927-8450-462c-b_16_960_1600_1360_2000.png,7,7,7,7,7,7,6,2,4
44a2d927-8450-462c-b_16_1280_1600_1680_2000.png,16,14,12,11,14,13,12,7,8
44a2d927-8450-462c-b_16_1600_1600_2000_2000.png,6,8,6,5,6,7,6,2,0
44a2d927-8450-462c-b_16_1648_1600_2048_2000.png,5,5,5,3,8,6,4,1,0
44a2d927-8450-462c-b_16_0_1648_400_2048.png,6,6,6,5,6,6,6,4,7
44a2d927-8450-462c-b_16_320_1648_720_2048.png,4,5,5,5,6,4,4,1,2
44a2d927-8450-462c-b_16_640_1648_1040_2048.png,2,3,3,3,3,3,3,1,1
44a2d927-8450-462c-b_16_960_1648_1360_2048.png,6,6,6,6,6,6,6,2,2
44a2d927-8450-462c-b_16_1280_1648_1680_2048.png,15,13,11,10,13,13,11,7,7
44a2d927-8450-462c-b_16_1600_1648_2000_2048.png,6,8,6,6,7,7,5,2,0
44a2d927-8450-462c-b_16_1648_1648_2048_2048.png,5,5,5,5,8,7,4,2,0
44dcff7a-fb94-4c95-b_17_0_0_400_400.png,22,21,22,17,21,21,17,18,31
44dcff7a-fb94-4c95-b_17_320_0_720_400.png,26,29,27,22,27,26,20,18,23
44dcff7a-fb94-4c95-b_17_640_0_1040_400.png,18,18,18,16,17,18,16,17,18
44dcff7a-fb94-4c95-b_17_960_0_1360_400.png,6,7,7,6,7,7,6,5,8
44dcff7a-fb94-4c95-b_17_1280_0_1680_400.png,12,12,12,11,12,12,12,12,14
44dcff7a-fb94-4c95-b_17_1600_0_2000_400.png,11,11,11,11,11,11,11,12,9
44dcff7a-fb94-4c95-b_17_1648_0_2048_400.png,12,13,12,12,12,12,12,12,11
44dcff7a-fb94-4c95-b_17_0_320_400_720.png,39,42,37,32,39,38,33,40,60
44dcff7a-fb94-4c95-b_17_320_320_720_720.png,24,25,27,21,26,27,22,26,32
44dcff7a-fb94-4c95-b_17_640_320_1040_720.png,9,8,8,8,8,8,8,9,15
44dcff7a-fb94-4c95-b_17_960_320_1360_720.png,7,7,7,7,7,7,7,7,11
44dcff7a-fb94-4c95-b_17_1280_320_1680_720.png,6,6,6,6,6,6,6,6,8
44dcff7a-fb94-4c95-b_17_1600_320_2000_720.png,5,5,5,5,5,5,5,5,10
44dcff7a-fb94-4c95-b_17_1648_320_2048_720.png,7,7,7,7,7,7,7,4,12
44dcff7a-fb94-4c95-b_17_0_640_400_1040.png,26,28,25,23,25,25,22,28,29
44dcff7a-fb94-4c95-b_17_320_640_720_1040.png,3,3,3,3,3,3,3,4,4
44dcff7a-fb94-4c95-b_17_640_640_1040_1040.png,0,0,0,0,0,0,0,0,2
44dcff7a-fb94-4c95-b_17_960_640_1360_1040.png,0,0,0,0,0,0,0,0,4
44dcff7a-fb94-4c95-b_17_1280_640_1680_1040.png,0,0,0,0,0,0,0,0,0
44dcff7a-fb94-4c95-b_17_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,0
44dcff7a-fb94-4c95-b_17_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,1
44dcff7a-fb94-4c95-b_17_0_960_400_1360.png,20,21,22,19,22,22,20,16,15
44dcff7a-fb94-4c95-b_17_320_960_720_1360.png,0,0,0,0,0,0,0,0,0
44dcff7a-fb94-4c95-b_17_640_960_1040_1360.png,0,0,0,0,0,0,0,0,1
44dcff7a-fb94-4c95-b_17_960_960_1360_1360.png,0,0,0,0,0,0,0,0,1
44dcff7a-fb94-4c95-b_17_1280_960_1680_1360.png,0,0,0,0,0,0,0,0,0
